employee_id,training_date,training_program_name,training_type,training_outcome,location,trainer,training_duration_days,training_cost
3442,2023-03-06,Project Management,External,Failed,Port Davidshire,Victoria Berry,4,286.87
3443,2023-02-18,Technical Skills,External,Failed,East Katie,Gary Thornton,3,402.13
3444,2022-11-02,Technical Skills,External,Failed,Jacobburgh,William Willis,2,388.84
3445,2023-07-14,Project Management,External,Completed,Ryanmouth,Andre Wu,2,879.64
3446,2022-12-11,Technical Skills,Internal,Failed,South John,Olivia Holland,5,701.13
3447,2023-04-02,Customer Service,Internal,Incomplete,Kristenton,Kimberly Doyle,3,353.21
3448,2023-05-16,Communication Skills,Internal,Completed,West Jamesview,Lindsay Williams,4,911.05
3449,2022-10-02,Communication Skills,External,Completed,Josebury,Joseph Faulkner,3,242.21
3450,2023-01-12,Technical Skills,Internal,Completed,South Benjaminfurt,Laura Davis,4,186.07
3451,2023-03-22,Technical Skills,External,Completed,Duncanview,Betty Williams,1,921.97
3452,2022-09-13,Customer Service,Internal,Failed,Lake Jonathan,Daniel Miller,1,691.04
3453,2022-08-25,Customer Service,External,Completed,Port Jamesshire,Samantha Hodge,5,964.44
3454,2023-02-07,Communication Skills,Internal,Passed,West Brandon,Jonathan Brady,3,184.9
3455,2023-03-17,Project Management,External,Passed,Wadefurt,Timothy Moreno,1,220.41
3456,2023-06-08,Technical Skills,External,Passed,East Aaron,Morgan Wright,2,336.82
3457,2023-04-15,Customer Service,External,Completed,Williamsbury,Jeremy Garcia,4,485.73
3458,2022-12-02,Communication Skills,Internal,Failed,North Deborahville,Joseph Ward,2,409.27
3459,2023-06-14,Communication Skills,Internal,Passed,Chapmanbury,Joseph Thomas,4,168.32
3460,2023-07-08,Communication Skills,External,Incomplete,Paulashire,Willie Hernandez,5,919.52
3461,2023-01-05,Technical Skills,External,Completed,Taylorland,Micheal Munoz,2,948.43
3462,2023-07-19,Project Management,External,Completed,Erinville,Stacey Esparza,1,320.01
3463,2022-08-29,Technical Skills,Internal,Incomplete,Harperchester,Heather Edwards,4,926.19
3464,2022-11-13,Customer Service,External,Passed,Trevorside,Michaela Wright,2,290.47
3465,2023-06-04,Communication Skills,External,Incomplete,Port Alexaborough,Trevor Perry,1,706.1
3466,2022-12-07,Customer Service,External,Passed,West Angelaside,Erika Jackson,3,447.66
3467,2023-02-24,Technical Skills,Internal,Incomplete,Mariabury,Regina Robinson,1,759.7
3468,2023-05-10,Customer Service,Internal,Completed,Patelport,Michael Garcia,3,180.63
3469,2022-08-15,Communication Skills,Internal,Failed,North Jeanetteville,Lisa Barnes,2,552.54
3470,2022-09-26,Project Management,External,Passed,New Molly,Katie Wong MD,1,986.96
3471,2023-03-23,Customer Service,External,Passed,West Jonathan,Frank Joyce,3,109.98
3472,2023-02-12,Technical Skills,External,Completed,Port Karatown,Matthew Meyer,5,537.24
3473,2022-12-06,Communication Skills,External,Failed,Wagnertown,Frank Harris,5,789.99
3474,2022-09-01,Customer Service,External,Incomplete,New Michaelport,Justin Rodriguez,5,155.51
3475,2022-11-02,Customer Service,Internal,Passed,South Taylorfurt,Jenna Sherman,2,648.76
3476,2022-11-18,Leadership Development,Internal,Incomplete,Stephanieshire,Dr. Margaret Allen,4,533.5
3477,2022-11-07,Leadership Development,External,Failed,New Cynthia,Kristin Terry,5,429.48
3478,2022-10-05,Technical Skills,External,Incomplete,Port Matthew,Daniel Solomon,1,526.74
3479,2023-01-18,Communication Skills,Internal,Passed,Stephanieburgh,Michael Dixon,3,443.45
3480,2023-03-02,Leadership Development,External,Failed,North Amyfurt,Robert Hill,1,887.15
3481,2023-05-29,Technical Skills,External,Incomplete,East Charleston,Glenda Ryan,5,758.95
3482,2023-03-03,Technical Skills,Internal,Failed,Saraland,Jennifer Brown,1,627.11
3483,2022-08-10,Project Management,External,Passed,Manuelfort,Cody Adams,4,111.96
3484,2023-06-27,Project Management,External,Passed,Johnsonport,Justin Barton,1,795.7
3485,2022-08-07,Customer Service,Internal,Passed,Port Bradley,Michael Chase,2,796.45
3486,2023-07-23,Project Management,Internal,Completed,Lake Angelafort,Daniel Jones,5,812.59
3487,2023-07-17,Project Management,External,Completed,Lake Lindsayton,Duane Trevino,5,132.97
3488,2022-09-20,Communication Skills,Internal,Completed,West Cynthia,Terrence Hopkins,1,308.19
3489,2023-07-02,Project Management,Internal,Passed,Isabelchester,Brittany Savage,1,131.41
3490,2023-07-19,Technical Skills,Internal,Failed,Lake Robertberg,Samantha Williams,3,389.59
3491,2023-07-14,Project Management,Internal,Incomplete,Petersville,Stephen Blair,3,442.56
3492,2022-09-06,Project Management,Internal,Incomplete,Christinahaven,Amanda Greene,3,327.66
3493,2023-02-19,Project Management,Internal,Completed,Joelmouth,Cathy Fleming,3,400.95
3494,2023-02-11,Technical Skills,Internal,Completed,Victoriahaven,James Perez,2,910.45
3495,2022-12-21,Customer Service,External,Passed,Port Andrew,Christian Higgins,1,701.55
3496,2023-02-16,Project Management,Internal,Incomplete,Port Ashleybury,Monica Keller,1,806.87
3497,2023-03-11,Communication Skills,Internal,Completed,Kelseyborough,Sydney Johnson,2,184.21
3498,2023-05-30,Project Management,External,Failed,Yorkport,Amy Clark,1,208.43
3499,2023-01-30,Technical Skills,Internal,Incomplete,East Bradley,Angela Lee,2,762.45
3500,2023-06-15,Leadership Development,External,Incomplete,Smithchester,Larry Morales,4,779.79
3501,2023-06-09,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95
3502,2023-01-03,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12
3503,2023-02-20,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35
3504,2023-06-02,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23
3505,2022-09-13,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97
3506,2023-05-21,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81
3507,2023-05-25,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77
3508,2023-04-04,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22
3509,2023-03-04,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1
3510,2022-10-27,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23
3511,2023-04-07,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44
3512,2022-11-25,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44
3513,2023-06-03,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599.0
3514,2023-02-21,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
3515,2023-02-04,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96
3516,2023-06-22,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
3517,2022-09-17,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
3518,2023-06-27,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
3519,2022-12-11,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69
3520,2022-09-11,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93
3521,2023-02-28,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5
3522,2023-05-05,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04
3523,2023-07-10,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18
3524,2023-01-02,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65
3525,2022-10-09,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75
3526,2022-10-15,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5
3527,2023-01-06,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28
3528,2023-03-02,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96
3529,2022-09-04,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56
3530,2023-01-18,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85
3531,2022-11-30,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46
3532,2023-05-02,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61
3533,2023-05-11,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4
3534,2023-05-21,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96
3535,2023-06-25,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96
3536,2022-11-23,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03
3537,2023-02-06,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77
3538,2022-10-06,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07
3539,2023-03-17,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77
3540,2022-10-26,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46
3541,2023-05-22,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3
3542,2022-08-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42
3543,2023-05-21,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
3544,2023-05-02,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93
3545,2023-05-04,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12
3546,2022-11-21,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45
3547,2023-04-24,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05
3548,2022-08-16,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8
3549,2022-11-02,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
3550,2023-04-09,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11
3551,2022-10-27,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13
3552,2022-11-26,Leadership Development,External,Failed,Charlottebury,John Miller,4,480.87
3553,2022-12-11,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48
3554,2023-06-05,Project Management,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33
3555,2023-03-04,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12
3556,2023-02-11,Customer Service,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92
3557,2023-02-04,Project Management,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38
3558,2023-07-18,Technical Skills,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54
3559,2022-11-30,Project Management,External,Failed,West Michelletown,John Allen,2,959.81
3560,2023-05-22,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92
3561,2022-09-07,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04
3562,2023-01-02,Project Management,External,Failed,West William,Jason Gallegos,3,808.05
3563,2023-04-06,Leadership Development,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9
3564,2022-12-10,Technical Skills,External,Incomplete,North Richard,Kimberly Thomas,4,106.14
3565,2023-05-06,Project Management,External,Passed,Courtneymouth,Samantha Nichols,4,684.35
3566,2022-09-05,Communication Skills,Internal,Failed,Jordanborough,John Gamble,2,578.81
3567,2023-06-09,Customer Service,Internal,Completed,Sierraton,April Wilson,5,764.51
3568,2022-08-23,Project Management,Internal,Incomplete,Frenchside,Anthony Nixon,2,201.76
3569,2022-11-09,Technical Skills,External,Incomplete,Fernandezborough,Rachel Foster,4,730.04
3570,2023-03-29,Project Management,External,Failed,Port Kristopherfurt,Matthew Ramirez,2,796.88
3571,2023-08-04,Project Management,External,Completed,North William,Tanya Melendez,3,834.44
3572,2023-05-19,Leadership Development,Internal,Failed,Port Dennis,Brady Newton,5,569.17
3573,2022-10-06,Customer Service,Internal,Completed,Port Desireeburgh,Francis Cox,4,386.07
3574,2022-09-05,Customer Service,Internal,Completed,Port Amy,Sharon Mcfarland,1,309.56
3575,2022-12-12,Technical Skills,Internal,Incomplete,South Paulport,Brian Hood,3,583.21
3576,2023-02-02,Project Management,External,Completed,East Taylor,Jesse Sullivan,5,398.65
3577,2023-01-26,Communication Skills,Internal,Passed,New Jasonland,Mr. John Singh,5,931.46
3578,2022-12-01,Project Management,External,Completed,Allenborough,Nathan Jones,5,115.06
3579,2023-04-27,Communication Skills,External,Failed,South Jillian,Amber Wright,2,199.82
3580,2022-11-04,Communication Skills,Internal,Failed,New Jamesside,Kelly Rodriguez,5,940.2
3581,2023-01-29,Communication Skills,External,Completed,Michaelberg,Todd Ramirez,1,122.07
3582,2022-09-09,Communication Skills,Internal,Completed,Lopezborough,Erik Reeves,4,875.02
3583,2023-03-18,Communication Skills,Internal,Incomplete,Philipburgh,Jennifer Woods,4,116.4
3584,2022-12-15,Technical Skills,External,Passed,Johnathanmouth,Penny Taylor,5,341.78
3585,2023-02-14,Communication Skills,Internal,Completed,Michaelfort,Jacob Lee,4,107.48
3586,2022-09-30,Communication Skills,External,Completed,Browntown,Tamara Hayes,1,502.7
3587,2023-03-22,Leadership Development,External,Completed,New Larryshire,Darren Lam,5,570.04
3588,2023-03-23,Communication Skills,External,Passed,Montgomeryland,Casey Johnston,1,538.83
3589,2023-01-07,Communication Skills,Internal,Incomplete,Tapiabury,Brian Graham,4,881.8
3590,2023-04-02,Leadership Development,External,Completed,North Janetbury,Michelle Baker,1,274.33
3591,2023-03-01,Customer Service,Internal,Failed,Michaelfurt,Amy Murray,1,247.01
3592,2023-01-30,Leadership Development,External,Incomplete,Williamsborough,Daniel Wilson,1,734.68
3593,2023-06-15,Project Management,Internal,Incomplete,West Kathrynmouth,Joanne Ward,3,258.07
3594,2023-05-05,Leadership Development,Internal,Passed,Jamieville,Ian Martinez,5,472.64
3595,2023-02-21,Technical Skills,External,Passed,Popetown,Angela Sanchez,2,252.88
3596,2022-12-14,Technical Skills,Internal,Incomplete,Lake Alejandroborough,Philip Williams,2,289.68
3597,2023-03-03,Technical Skills,External,Incomplete,Port Jennifershire,Katrina Maldonado,4,505.59
3598,2022-10-11,Technical Skills,Internal,Passed,Aliciahaven,Matthew Alvarado,3,373.87
3599,2023-03-02,Leadership Development,Internal,Completed,Crystalview,Jason Taylor,5,918.86
3600,2022-11-01,Leadership Development,Internal,Passed,Lake Stephanie,Randy Lewis,4,299.7
3601,2023-01-03,Project Management,External,Completed,Leeville,Larry Clark,1,865.58
3602,2023-04-09,Technical Skills,External,Incomplete,New Michael,Joyce Williams,1,632.59
3603,2022-10-02,Technical Skills,External,Incomplete,East Kristaton,Daniel Daugherty,3,680.48
3604,2023-03-23,Project Management,External,Failed,Lake Scotttown,Ryan Russell,3,287.71
3605,2022-11-17,Communication Skills,External,Passed,Ayalaton,Jennifer Armstrong,2,102.92
3606,2022-10-31,Project Management,Internal,Passed,New Derrick,Elizabeth Powell,2,255.6
3607,2023-05-04,Customer Service,External,Passed,Port Tammyside,Andre Maxwell,4,321.91
3608,2023-03-14,Project Management,External,Completed,Blankenshiphaven,Robert Herrera,3,834.12
3609,2022-09-23,Customer Service,Internal,Passed,Williamschester,Christopher Jackson,4,273.88
3610,2023-02-15,Customer Service,Internal,Incomplete,North Betty,Gina Morris,4,217.57
3611,2023-01-07,Customer Service,Internal,Completed,Rojasberg,Alan Robinson,1,482.09
3612,2023-07-03,Leadership Development,External,Failed,Kenthaven,Patricia Phillips,2,614.11
3613,2022-10-08,Customer Service,Internal,Incomplete,Justinmouth,Kathy Pearson,1,354.22
3614,2023-06-04,Leadership Development,External,Passed,Emilymouth,Paul Bradley,3,868.85
3615,2022-12-17,Communication Skills,Internal,Passed,New Paul,James Young,4,701.34
3616,2023-01-30,Customer Service,Internal,Incomplete,Lake Sherryside,Jared Moses,4,134.93
3617,2023-04-09,Customer Service,Internal,Completed,East Rachel,Cathy Porter DVM,5,531.1
3618,2022-12-26,Leadership Development,External,Passed,East Parkerchester,Laura Carpenter,3,609.3
3619,2022-11-10,Project Management,Internal,Passed,Davismouth,Ashley Ball,2,656.68
3620,2022-12-20,Technical Skills,Internal,Completed,North Ebony,Christine Carter,3,654.22
3621,2023-07-15,Leadership Development,External,Passed,Lake Teresa,Frank Perry,3,879.89
3622,2023-05-11,Project Management,External,Completed,East Kevinport,Mary Little,1,977.23
3623,2023-08-03,Project Management,External,Completed,Ballborough,Philip James,2,763.37
3624,2023-04-05,Communication Skills,External,Passed,Thomasberg,William Oconnor,5,962.13
3625,2023-03-26,Technical Skills,External,Incomplete,East Jaime,Lisa Suarez,2,617.27
3626,2022-09-25,Communication Skills,Internal,Failed,Whitneytown,Melissa Powell PhD,2,559.78
3627,2022-08-30,Leadership Development,Internal,Incomplete,West Amandaburgh,Jessica Mills,5,113.89
3628,2022-09-25,Leadership Development,Internal,Incomplete,Paulshire,Edward Morris,4,858.62
3629,2023-07-30,Technical Skills,Internal,Incomplete,Jacksonville,Rachel Hood,1,343.76
3630,2022-09-24,Technical Skills,Internal,Failed,Hillland,Johnathan Rodriguez,5,507.58
3631,2023-04-10,Customer Service,Internal,Completed,Smithchester,Dr. Joseph Graham,1,691.12
3632,2023-06-23,Technical Skills,Internal,Completed,West Stacystad,Erica Johnson,2,174.85
3633,2022-12-01,Communication Skills,Internal,Incomplete,New Kevinland,Michelle Lewis,3,699.39
3634,2022-09-15,Technical Skills,External,Incomplete,Mariabury,Danielle Griffin,3,254.68
3635,2023-06-13,Technical Skills,External,Failed,Greenview,Oscar Gonzalez,2,534.55
3636,2022-08-26,Communication Skills,External,Passed,South Ronnieview,James Lopez,3,795.72
3637,2023-03-21,Project Management,External,Completed,Cynthiafort,Timothy Taylor,4,977.23
3638,2023-01-01,Customer Service,Internal,Completed,Angelatown,Jacob White,3,370.79
3639,2023-03-30,Communication Skills,External,Completed,Mcleanchester,Mike Becker,3,160.86
3640,2023-01-31,Communication Skills,External,Passed,Port Curtisfurt,Kerry Harrison,1,699.48
3641,2023-07-28,Leadership Development,Internal,Passed,Toddburgh,Amber Nelson,3,831.52
3642,2022-11-20,Communication Skills,Internal,Completed,Michelleshire,Angela Garcia,1,234.74
3643,2023-03-27,Leadership Development,Internal,Completed,Calvinfurt,Ian Bennett,4,712.43
3644,2023-02-06,Technical Skills,Internal,Incomplete,Port Aimee,Damon Ross,1,504.66
3645,2023-05-06,Leadership Development,External,Incomplete,Lake Michael,William Lambert,5,398.36
3646,2023-07-22,Communication Skills,External,Failed,Newmanburgh,Jeanne Turner,4,533.61
3647,2022-08-10,Technical Skills,Internal,Completed,Duarteside,Crystal Brown,4,199.55
3648,2023-02-26,Leadership Development,Internal,Completed,East Nathanfort,Elizabeth Barr,2,325.78
3649,2022-12-18,Leadership Development,External,Completed,Jackfurt,Madeline Wallace,4,336.33
3650,2023-01-09,Communication Skills,External,Passed,Mirandaburgh,Michaela Wells,4,242.71
3651,2023-05-14,Leadership Development,Internal,Failed,Port Martinfurt,Michelle Johnson,4,651.28
3652,2023-01-31,Communication Skills,External,Incomplete,Adamsberg,Mrs. Lydia Riley,3,962.45
3653,2023-01-20,Customer Service,External,Failed,Lake Carlmouth,Kim Moss,1,791.72
3654,2023-04-11,Project Management,Internal,Incomplete,Peterbury,Lisa Solis,4,553.86
3655,2023-01-04,Technical Skills,External,Passed,West Dustin,Lawrence Edwards,1,735.72
3656,2023-06-14,Project Management,Internal,Failed,Lake Henryton,Louis Fox,4,867.03
3657,2023-05-26,Project Management,External,Incomplete,West Lori,Timothy Taylor,1,710.14
3658,2022-08-18,Leadership Development,External,Incomplete,South Sean,Jeffrey Moreno,2,799.88
3659,2023-01-27,Leadership Development,External,Passed,North Ashleytown,Jeffrey Olson,5,242.87
3660,2023-05-19,Leadership Development,Internal,Passed,Port John,Logan Nelson,4,849.77
3661,2023-05-06,Customer Service,External,Passed,Tyroneburgh,Timothy Wheeler,2,471.5
3662,2023-05-20,Customer Service,Internal,Passed,East Michael,Jonathan Bowen,1,535.93
3663,2023-03-22,Technical Skills,Internal,Passed,Judyburgh,Christopher Long,3,816.64
3664,2023-03-14,Communication Skills,Internal,Incomplete,Schaeferhaven,Regina Richardson PhD,1,210.44
3665,2023-01-09,Project Management,Internal,Passed,Shaneland,Betty Kelley,3,752.33
3666,2023-08-02,Project Management,Internal,Completed,New Betty,Toni Bridges,3,343.52
3667,2023-02-03,Leadership Development,Internal,Completed,North Williamborough,Emily Robinson,3,860.31
3668,2022-11-28,Customer Service,External,Completed,East John,James Lee,4,265.55
3669,2023-08-03,Project Management,Internal,Completed,Stacyhaven,Linda Moore,1,183.85
3670,2022-09-25,Project Management,External,Completed,East Rhonda,Emily Davis,5,942.09
3671,2023-01-20,Communication Skills,External,Passed,East Andrew,Cindy Fletcher,4,381.94
3672,2022-08-29,Project Management,External,Failed,Port Stephen,George Orozco,1,358.73
3673,2023-03-21,Customer Service,External,Passed,Davisfort,Daniel Wood,3,578.02
3674,2022-11-08,Project Management,Internal,Completed,South Robin,Alyssa Swanson,2,223.29
3675,2022-09-07,Customer Service,Internal,Passed,East Biancabury,Catherine Hardin,5,992.37
3676,2023-02-10,Customer Service,Internal,Failed,Taylorbury,April Parrish,5,113.48
3677,2022-10-05,Leadership Development,External,Incomplete,New Jenna,Brandon Cunningham,4,882.2
3678,2022-09-06,Customer Service,Internal,Incomplete,Jillside,David Underwood,2,288.16
3679,2023-01-16,Leadership Development,External,Completed,North Davidhaven,Christopher Santos,1,815.52
3680,2023-05-15,Leadership Development,Internal,Completed,Markberg,Matthew Peterson,4,461.06
3681,2023-03-22,Customer Service,External,Incomplete,Timview,Mrs. Maria Cantrell MD,2,580.16
3682,2022-10-17,Communication Skills,External,Incomplete,Lake Dawn,Michael Robinson,3,336.69
3683,2022-12-28,Project Management,Internal,Completed,Wongchester,Debra Williams,1,990.69
3684,2022-10-29,Communication Skills,Internal,Completed,Lake Janet,Timothy Coleman,2,939.39
3685,2023-01-06,Leadership Development,External,Passed,Mcclureshire,Tiffany Thornton,1,941.12
3686,2023-07-05,Project Management,Internal,Incomplete,Lake Katelyn,Elizabeth Allen,3,878.11
3687,2022-12-26,Customer Service,External,Incomplete,Mitchellfurt,Austin Maynard,3,614.53
3688,2022-11-26,Customer Service,Internal,Failed,Edwinfurt,Stephanie Saunders,4,269.88
3689,2023-02-25,Communication Skills,External,Passed,West Teresashire,Henry Hines,1,734.94
3690,2023-04-03,Technical Skills,Internal,Completed,Davidside,Elizabeth Davis,5,589.5
3691,2023-03-06,Leadership Development,Internal,Completed,Pierceport,Eric Snyder,3,311.28
3692,2023-03-29,Technical Skills,Internal,Passed,Nolanport,Robert Barnett,5,671.88
3693,2023-01-24,Project Management,External,Completed,Martineztown,Corey Morales,1,861.5
3694,2023-05-19,Leadership Development,External,Completed,Elizabethview,Louis Todd,2,649.18
3695,2023-01-08,Project Management,External,Failed,Zacharytown,John Ward,4,492.2
3696,2023-01-13,Technical Skills,Internal,Passed,South Hannahmouth,James Gonzalez,2,299.59
3697,2023-04-24,Technical Skills,Internal,Failed,East Vincent,Jennifer Lopez,2,982.33
3698,2022-12-24,Leadership Development,External,Passed,Jessicamouth,Chad Watts,2,830.36
3699,2022-08-19,Customer Service,External,Passed,Jessicaberg,Alejandro Bates,1,973.34
3700,2023-02-25,Project Management,Internal,Failed,East Elizabeth,Andrew Haynes,4,667.34
3701,2022-08-21,Communication Skills,Internal,Failed,West Justinmouth,Kathleen Cole,4,480.17
3702,2023-02-15,Leadership Development,External,Failed,East Erik,Jacob Fox,3,346.28
3703,2022-12-27,Communication Skills,External,Completed,West Aprilfort,Andrea Jones,3,121.45
3704,2022-10-07,Technical Skills,External,Incomplete,Huynhfort,Michael Ramirez,2,669.3
3705,2023-04-17,Technical Skills,Internal,Completed,West Wendy,Christina Bautista,5,983.59
3706,2023-06-07,Customer Service,Internal,Completed,East Virginiaton,Emily Baker,1,304.9
3707,2022-12-24,Leadership Development,External,Passed,North Benjaminhaven,Michelle Lopez,3,778.72
3708,2023-01-03,Customer Service,External,Passed,Youngbury,Jared Mcclain,4,136.15
3709,2023-04-07,Leadership Development,Internal,Incomplete,Lake Lisastad,Susan Fitzgerald,4,339.84
3710,2023-06-02,Leadership Development,External,Completed,Martinezborough,John Anderson,1,791.78
3711,2022-10-19,Leadership Development,External,Incomplete,Lake Robert,Shawn Newman,5,853.26
3712,2022-10-31,Project Management,Internal,Incomplete,New Christopherchester,Michele Harding,4,214.12
3713,2023-05-17,Customer Service,External,Incomplete,Lake Danielview,Terry Short,5,235.82
3714,2023-05-18,Leadership Development,Internal,Passed,Lauraside,Jonathan Williams,5,448.57
3715,2023-01-11,Leadership Development,External,Incomplete,Thomasstad,David Garza,3,572.56
3716,2023-03-07,Project Management,Internal,Incomplete,East Michellemouth,Christopher Carroll,4,959.78
3717,2022-08-22,Communication Skills,External,Passed,South Cassandra,Jessica Cortez,3,363.02
3718,2023-05-02,Communication Skills,Internal,Completed,Washingtonshire,Tracy Valenzuela,2,325.7
3719,2022-10-08,Project Management,Internal,Incomplete,West Rachaelborough,Brittany Clark,3,727.75
3720,2022-09-23,Project Management,Internal,Passed,Danielland,Danny Baker,2,845.21
3721,2022-12-22,Technical Skills,External,Incomplete,Maryborough,Dr. Dana Wells,4,327.82
3722,2023-01-15,Communication Skills,Internal,Passed,Johnsonshire,Eric Contreras,1,512.55
3723,2022-09-06,Communication Skills,Internal,Completed,Hesterville,Isabel Little,1,457.17
3724,2023-06-28,Communication Skills,Internal,Incomplete,Port Christianmouth,Tiffany Perez,4,573.33
3725,2023-05-23,Customer Service,External,Failed,Garcialand,Carrie Stanton,3,135.18
3726,2023-01-13,Communication Skills,External,Failed,Paulstad,Paul Johnson,3,911.12
3727,2023-05-02,Project Management,Internal,Incomplete,Jacobsshire,Andrew Hansen,5,693.8
3728,2023-07-10,Customer Service,Internal,Completed,New Codyview,Erin Keller DVM,5,419.79
3729,2022-12-12,Customer Service,External,Failed,Lake Riley,Jacob Roach,1,693.56
3730,2022-08-29,Leadership Development,External,Incomplete,Matthewburgh,Douglas Robinson,1,161.47
3731,2023-05-02,Project Management,External,Passed,Brookeport,Carolyn Sellers,5,773.63
3732,2022-12-09,Technical Skills,Internal,Incomplete,Kylieland,Jason Lane,5,695.42
3733,2023-06-04,Communication Skills,Internal,Incomplete,Phillipsside,Jared Martin,1,246.16
3734,2023-03-05,Communication Skills,Internal,Failed,Joseport,Lynn Fleming,2,702.69
3735,2022-10-25,Technical Skills,External,Failed,Port Leonard,Christopher Jackson,1,473.1
3736,2022-10-25,Project Management,Internal,Incomplete,Lake Cathyshire,Brandy Drake,2,119.82
3737,2022-11-17,Customer Service,External,Failed,Hickmanbury,James Green DVM,1,157.8
3738,2022-09-01,Technical Skills,Internal,Completed,Mathewburgh,Steven Sharp,3,791.98
3739,2022-08-19,Customer Service,External,Incomplete,North Stephen,Sierra Oneill,5,752.97
3740,2022-09-11,Leadership Development,External,Completed,Kyleland,Johnny Walls,5,916.21
3741,2022-10-05,Project Management,External,Completed,New Daniel,Renee Williams,2,751.04
3742,2023-04-22,Communication Skills,Internal,Passed,West Randyland,Troy Willis,3,620.63
3743,2022-11-17,Leadership Development,Internal,Passed,Smithview,James Riley,3,439.3
3744,2023-05-23,Communication Skills,Internal,Completed,Beverlyshire,Hannah Trevino,1,716.39
3745,2022-10-11,Technical Skills,External,Failed,Lake Williammouth,Kenneth Mcneil,5,300.33
3746,2023-02-22,Project Management,Internal,Passed,New Curtis,Kara Kemp,3,337.15
3747,2022-10-18,Leadership Development,External,Failed,Lake Andrewport,Bruce Sanford,5,725.6
3748,2022-12-23,Customer Service,Internal,Failed,West Frank,Jason Chan,5,588.88
3749,2022-09-28,Technical Skills,External,Passed,Ryanburgh,Rebekah Campbell,4,742.98
